x,y1,y2,y3,y4
0.0,-0.6751782749743815,-0.9587784561867747,0.7851850823103762,-0.26776551872484483
0.05,-0.14451867071551783,-1.3525086894407221,-1.7776809623702012,1.3227032199889794
0.1,-0.7924199209999613,-1.58358838978758,0.7147456498889451,0.17557408492582183
0.15000000000000002,-0.3079615296390403,0.41299891213779755,-0.23372405785172545,-1.0247507500763902
0.2,-1.8936146669537857,-0.21406769772786138,0.707457710864381,1.8480401917708498
0.25,0.21329370737293857,0.3794053976051097,0.7769316923548287,0.9907108466240852
0.30000000000000004,0.0012054753622242368,0.690472686121513,1.6079150611191575,-0.12102103100956424
0.35000000000000003,-0.8170886310681906,0.26561699317253346,1.3534536476212031,0.7271712595339489
0.4,0.6592456684324051,0.6577631761503737,1.3465716626102961,-0.40370343399790687
0.45,0.9375701376265584,-0.06953228624226938,1.4436703191662383,0.8291490350595421
0.5,-1.6075598643689741,-1.1869933883057449,0.29137898481594593,-2.3910785652839595
0.55,-0.7627247785662142,1.0578141808207961,0.0321850870368397,-1.0198013336945937
0.6000000000000001,-0.7691423497872981,-0.589112132781127,0.8728170831783343,0.9792597442869628
0.65,-0.9399031011088645,-0.9355962987624259,0.7320809514330224,-0.24965553821891934
0.7000000000000001,0.8294748419317485,-0.17791787580439816,-0.30906623673826017,0.2075422948887419
0.75,-0.19382613877280352,-0.912810919296513,0.40482340880826806,-1.3467856621154346
0.8,-0.26451484131061076,-0.4174303819894322,-0.03509646678459442,1.847866995702103
0.8500000000000001,-2.0038623644067535,0.3440539215634665,-0.853932908460056,1.1905296437176767
0.9,0.6354180302092264,0.34834173924612705,1.2904607413763498,-0.20068521837532965
0.9500000000000001,-1.2392583948534726,-0.8978300664256297,0.05519924253008922,-0.4046958568633261
1.0,0.059932630266328335,-0.4877053729487446,2.0487082576988507,1.029604361419693
1.05,0.27737693795819207,1.0743330047702437,-1.6254922701998327,1.9824704501689276
1.1,1.360658595838651,0.4964001177339411,-0.5567787728433663,0.9537602558113537
1.1500000000000001,-1.308820399119112,2.0750650393485417,0.03263883669087142,2.171802667396602
1.2000000000000002,-3.0195121558208253,1.1801281737415277,1.137381097628914,-0.922351329061918
1.25,0.18384954475369486,1.144293068559939,0.39946937260218507,-0.8193868304987907
1.3,1.8005111815108537,-1.387868550455802,0.31047275418075143,-1.188941118053349
1.35,1.2389463529394373,0.7638603516334226,-1.127263792554147,0.4417606496494795
1.4000000000000001,0.20965941527462578,-0.05310680169691065,-1.1569413972294713,0.1756035498043698
1.4500000000000002,-0.49163618563204736,-0.5509818035382495,0.3225046602899047,-0.1519511234719855
1.5,0.8071225966373103,0.16801534053252842,-1.3641059938183584,0.8092586281232987
1.55,-0.9735461997044687,0.9452115346114832,-0.5318777502893286,1.2323286052146643
1.6,0.4763577693562191,0.5008315910042115,0.5009173290858575,-1.525662409286842
1.6500000000000001,0.5054701591666267,-0.8784738013420597,-0.9823242722767759,-0.5969720279011155
1.7000000000000002,1.0602099074988798,0.7424589135926202,1.6053559623618066,0.8201435941230599
1.75,2.7596600389110777,-0.6375875420759638,1.22393634423789,-0.467738683858582
1.8,0.39241596717876703,0.21668311896428621,-1.5714199983383004,-0.7982060763581541
1.85,-0.5089636257074988,-0.3033500674771342,-0.9323712431819872,1.0185374276503947
1.9000000000000001,-0.025574312191994436,-0.2188662517356257,-2.28577724449495,-1.28950006972398
1.9500000000000002,-1.7690759048891183,0.7662429750405095,-0.7825913625481332,-0.301579807791105
2.0,-0.6947131310890582,-1.040193719815898,0.7663884765723994,0.32864402580480856
2.0500000000000003,-0.409282438113104,1.945195074276933,-0.4138949422748569,-0.5738199139101188
2.1,-0.5240883979345925,-1.8210860692944963,0.46079724361596747,0.7831556560131748
2.15,0.152354872033722,-0.5976676832548571,-1.5223343182817441,-0.568876975197369
2.2,-0.8224199323822006,0.37021188994174087,0.7979752545819053,1.4086194934459193
2.25,1.1210306673244714,0.5843141664353096,-0.5551092279283498,-0.12574629749577262
2.3000000000000003,0.0002070649181973595,-0.10047572057170599,0.012169682282905197,0.6712701367053535
2.35,-0.009300321138626349,-0.057390703001542885,-0.09287450139305273,0.7460239529828163
2.4000000000000004,-0.32789471651291785,0.41055008532761655,-1.2715485208922839,-0.6275400027440727
